index,simplified,traditional,pinyin,definition,examples,hsk_level,traditional_variants,radical_index,pinyin2,pinyin3,numbered_pinyin,numbered_pinyin2,numbered_pinyin3
1215,执,執,zhí,"[""to execute"",""to grasp"",""to hold"",""to keep"",""to sieze"",""to detain""]","[{""chinese"":""计划被执行了。"",""english"":""The plan was executed.""},{""chinese"":""计划被执行了。"",""english"":""The plan was carried out.""},{""chinese"":""我相信他的执行能力。"",""english"":""I trust his executive ability.""}]",5,,64,,,zhi2,,
1216,恢,恢,huī,"[""to restore"",""to recover"",""great"",""immense"",""vast""]","[{""chinese"":""汤姆从来没完全恢复。"",""english"":""Tom never recovered completely.""},{""chinese"":""老師再次恢復健康了。"",""english"":""The teacher got quite well again.""},{""chinese"":""要很長的時間才能恢復嗎？"",""english"":""Will it take long to recover?""}]",5,,61,,,hui1,,
1217,秒,秒,miǎo,"[""second"",""arc second"",""instantly""]","[{""chinese"":""分秒必争。"",""english"":""Every minute counts.""},{""chinese"":""我们的员工正在争分夺秒地修理冰暴带来的损坏。"",""english"":""Our employees are working around the clock to fix the damage caused by the ice storm.""}]",5,,115,,,miao3,,
1218,竞,競,jìng,"[""to compete"",""to contend"",""to struggle""]","[{""chinese"":""你应该去竞选城市委员会。"",""english"":""You should run for city council.""},{""chinese"":""我爸爸参加了料理竞赛并得了第一名。"",""english"":""My father participated in a cooking contest and came in first.""},{""chinese"":""所有人都屏住呼吸关注着谁会赢得总统竞选。"",""english"":""Everyone held their breath to see who would win the presidential election.""}]",5,,117,,,jing4,,
1219,冠,冠,guān,"[""to put on a hat"",""to be first"",""to dub""]","[{""chinese"":""这里有个皇冠。"",""english"":""There's a crown here.""},{""chinese"":""我和他競爭冠軍。"",""english"":""I competed with him for the championship.""},{""chinese"":""大家都渴望知道前冠军得主发生了什么。"",""english"":""Everyone is anxious to know what has become of the former champion.""}]",5,,14,,,guan1,,
1220,军,軍,jūn,"[""army"",""military"",""soldiers"",""troops""]","[{""chinese"":""军队强迫他辞职。"",""english"":""The army forced him to resign.""},{""chinese"":""军队镇压了叛乱。"",""english"":""The army quelled the rebellion.""},{""chinese"":""城市由一支大军守卫。"",""english"":""The town was defended by a large army.""}]",5,,159,,,jun1,,
1221,抢,搶,qiǎng,"[""urgent"",""rushed"",""to rob"",""to plunder""]","[{""chinese"":""我被抢劫了。"",""english"":""I got mugged.""},{""chinese"":""我被抢劫了。"",""english"":""I got robbed.""},{""chinese"":""我被抢劫了。"",""english"":""I've been robbed.""}]",5,,64,,,qiang3,,
1222,旦,旦,dàn,"[""dawn"",""daybreak"",""dan, female role in Chinese opera""]","[{""chinese"":""元旦快樂！"",""english"":""Happy New Year!""},{""chinese"":""元旦就在眼前。"",""english"":""New Year's Day is close at hand.""},{""chinese"":""一旦過了河, 你就安全了。"",""english"":""Once you cross the river, you'll be safe.""}]",5,,72,,,dan4,,
1223,幅,幅,fú,"[""piece"",""roll"",""strip"",""breadth"",""width"",""measure word for textiles""]","[{""chinese"":""请看这幅图。"",""english"":""Look at this picture.""},{""chinese"":""牆上有一幅畫。"",""english"":""There's a picture on the wall.""},{""chinese"":""他正在画一幅画。"",""english"":""He is drawing a picture.""}]",5,,50,,,fu2,,
1224,拒,拒,jù,"[""to resist"",""to repel"",""to refuse""]","[{""chinese"":""他們拒絕了。"",""english"":""They refused.""},{""chinese"":""我必须拒绝。"",""english"":""I must decline.""},{""chinese"":""我必须拒绝。"",""english"":""I have to say no.""}]",5,,64,,,ju4,,
1225,央,央,yāng,"[""center"",""end"",""to beg""]","[{""chinese"":""图书馆位于市中央。"",""english"":""The library is in the middle of the city.""},{""chinese"":""中央公園在哪個方向？"",""english"":""Which way is Central Park?""},{""chinese"":""你知道中央情报局的什么？"",""english"":""What do you know about the CIA?""}]",5,,37,,,yang1,,
1226,辑,輯,jí,"[""to gather"",""to collect"",""to edit"",""to compile""]","[{""chinese"":""那符合逻辑。"",""english"":""That's logical.""},{""chinese"":""你不想做编辑？"",""english"":""You don't want to be an editor?""},{""chinese"":""汤姆买了新专辑。"",""english"":""Tom bought the new album.""}]",5,,159,,,ji2,,
1227,协,協,xié,"[""to assist"",""to cooperate"",""to join"",""to harmonize""]","[{""chinese"":""我强烈反对妥协"",""english"":""I'm strongly opposed to a compromise.""},{""chinese"":""我们要达成一些协定。"",""english"":""We have to come to some agreement.""},{""chinese"":""汤姆和玛丽达成了协议。"",""english"":""Tom and Mary came to an understanding.""}]",5,,24,,,xie2,,
1228,估,估,gū,"[""merchant"",""to estimate"",""to guess"",""to presume""]","[{""chinese"":""别低估我。"",""english"":""Don't underestimate me.""},{""chinese"":""你高估了他。"",""english"":""You overestimate him.""},{""chinese"":""我从没低估汤姆。"",""english"":""I've never underestimated Tom.""}]",5,,9,,,gu1,,
1229,颗,顆,kē,"[""grain"",""kernel""]","[{""chinese"":""我想要一颗糖。"",""english"":""I want a piece of candy.""},{""chinese"":""她有一颗纯洁的心。"",""english"":""She has a pure heart.""},{""chinese"":""这颗钻石不是真的。"",""english"":""This diamond isn't real.""}]",5,,181,,,ke1,,
1230,陪,陪,péi,"[""to accompany"",""to keep sb company"",""to assist""]","[{""chinese"":""我陪她散步。"",""english"":""I accompanied her on a walk.""},{""chinese"":""你已经有人陪伴了。"",""english"":""You've got company.""},{""chinese"":""她母亲一直陪着她。"",""english"":""Her mother always accompanies her.""}]",5,,170,,,pei2,,
1231,摄,攝,shè,"[""to absorb"",""to take in"",""to photograph"",""to act on behalf of""]","[{""chinese"":""他不打算买一个摄像机。"",""english"":""He isn't going to buy a camera.""},{""chinese"":""汤姆没有注意到监控摄像头。"",""english"":""Tom didn't notice the surveillance camera.""},{""chinese"":""我弟弟手里拿着一个摄像机。"",""english"":""My brother is holding a camera in his hand.""}]",5,,64,,,she4,,
1232,掌,掌,zhǎng,"[""palm of the hand"",""sole of the foot"",""paw""]","[{""chinese"":""擊掌。"",""english"":""Give me five.""},{""chinese"":""汤姆鼓掌。"",""english"":""Tom applauded.""},{""chinese"":""學生們鼓掌。"",""english"":""The students applauded.""}]",5,,64,,,zhang3,,
1233,龄,齡,líng,"[""age"",""length of experience, membership etc""]","[{""chinese"":""你和我同龄。"",""english"":""You and I are the same age.""},{""chinese"":""他们年龄相仿。"",""english"":""They are about the same age.""},{""chinese"":""汤姆与你年龄相仿。"",""english"":""Tom is your age.""}]",5,,211,,,ling2,,
1234,域,域,yù,"[""area"",""district"",""field"",""land"",""region"",""boundary""]","[{""chinese"":""这片区域很少下雪。"",""english"":""It rarely snows in this area.""},{""chinese"":""那魚棲息在淡水域中。"",""english"":""That fish lives in fresh water.""},{""chinese"":""這個區域有很多商店。"",""english"":""There are many stores in this area.""}]",5,,32,,,yu4,,
1235,触,觸,chù,"[""to butt"",""to gore"",""to ram"",""to touch""]","[{""chinese"":""他触犯了法律。"",""english"":""He broke the law.""},{""chinese"":""你触犯了规则。"",""english"":""You broke the rules.""},{""chinese"":""请勿触碰展品。"",""english"":""Don't touch the exhibits.""}]",5,,148,,,chu4,,
1236,邀,邀,yāo,"[""to invite"",""to welcome"",""to intercept"",""to meet""]","[{""chinese"":""你没受到邀请。"",""english"":""You aren't invited.""},{""chinese"":""你也被邀请了。"",""english"":""You're invited, too.""},{""chinese"":""誰邀請了你們？"",""english"":""Who invited you guys?""}]",5,,162,,,yao1,,
1237,俱,俱,jù,"[""all"",""both"",""entirely""]","[{""chinese"":""欢迎来到俱乐部。"",""english"":""Welcome to the club.""},{""chinese"":""讓我們去俱樂部吧。"",""english"":""Let's go to the club.""},{""chinese"":""您隶属哪家俱乐部吗？"",""english"":""Do you belong to any clubs?""}]",5,,9,,,ju4,,
1238,损,損,sǔn,"[""to decrease"",""to lose"",""to damage""]","[{""chinese"":""文件已损坏。"",""english"":""The file is corrupt.""},{""chinese"":""我必须弥补损失。"",""english"":""I must make up for the loss.""},{""chinese"":""您必须弥补损失。"",""english"":""You must make up for the loss.""}]",5,,64,,,sun3,,
1239,悉,悉,xī,"[""to know"",""to learn about"",""to comprehend""]","[{""chinese"":""我熟悉這個主題。"",""english"":""I am familiar with this subject.""},{""chinese"":""他熟悉日本文化。"",""english"":""He is familiar with Japanese culture.""},{""chinese"":""我對你的臉很熟悉。"",""english"":""Your face is familiar to me.""}]",5,,61,,,xi1,,
1240,枪,槍,qiāng,"[""gun"",""rife"",""lance"",""spear""]","[{""chinese"":""请不要开枪！"",""english"":""Please don't shoot.""},{""chinese"":""放下你的枪。"",""english"":""Put your guns down.""},{""chinese"":""你不需要枪。"",""english"":""You don't need a gun.""}]",5,,75,,,qiang1,,
1241,击,擊,jī,"[""to strike"",""to hit"",""to beat"",""to attack"",""to fight""]","[{""chinese"":""停止射击。"",""english"":""Stop shooting.""},{""chinese"":""树高遭雷击。"",""english"":""The taller the tree, the more likely it is to be struck by lightning.""},{""chinese"":""我们被暴风雨袭击了。"",""english"":""We were caught in a storm.""}]",5,,17,,,ji1,,
1242,忆,憶,yì,"[""to recollect"",""to remember"",""memory""]","[{""chinese"":""感谢那些回忆。"",""english"":""Thanks for the memories.""},{""chinese"":""他的记忆力使我惊讶。"",""english"":""His memory amazes me.""},{""chinese"":""我对祖母的记忆很模糊。"",""english"":""I have a dim memory of my grandmother.""}]",5,,61,,,yi4,,
1243,册,冊,cè,"[""book"",""volume"",""register"",""list""]","[{""chinese"":""他有多少册图书？"",""english"":""How many books does he have?""},{""chinese"":""确保亲自填写注册表格。"",""english"":""Be sure to fill out the registration form in person.""},{""chinese"":""我注册了，现在该干什么呢？"",""english"":""What do I have to do now that I'm registered?""}]",5,,13,,,ce4,,
1244,启,啟,qǐ,"[""to open"",""to begin"",""to commence"",""to explain""]","[{""chinese"":""重新启动你的电脑。"",""english"":""Restart your computer.""}]",5,,30,,,qi3,,
1245,贷,貸,dài,"[""to lend on interest"",""to borrow"",""a loan""]","[{""chinese"":""他想还清贷款。"",""english"":""He wants to pay off his loan.""},{""chinese"":""你可以从银行贷款。"",""english"":""You can get a loan from a bank.""},{""chinese"":""银行对风险客户收取较高的贷款利息。"",""english"":""Banks charge higher interest on loans to risky customers.""}]",5,,154,,,dai4,,
1246,款,款,kuǎn,"[""funds"",""payment"",""item"",""article""]","[{""chinese"":""他携款潜逃。"",""english"":""He ran away with the money.""},{""chinese"":""他想还清贷款。"",""english"":""He wants to pay off his loan.""},{""chinese"":""我想用支票付款。"",""english"":""I'd like to pay by check.""}]",5,,76,,,kuan3,,
1247,软,軟,ruǎn,"[""soft"",""pliable"",""flexible"",""weak""]","[{""chinese"":""这很软。"",""english"":""That's soft.""},{""chinese"":""软件正在不断进化。"",""english"":""Software is constantly evolving.""},{""chinese"":""我的软件全都是开源的。"",""english"":""All of my software is open source.""}]",5,,159,,,ruan3,,
1248,尊,尊,zūn,"[""senior"",""of a senior generation"",""to honor""]","[{""chinese"":""我尊敬湯姆。"",""english"":""I respect Tom.""},{""chinese"":""我尊敬长辈。"",""english"":""I respect the elderly.""},{""chinese"":""他的謙遜值得尊敬。"",""english"":""His modesty is worth respecting.""}]",5,,41,,,zun1,,
1249,革,革,gé,"[""leather"",""animal hide"",""to reform"",""to remove""]","[{""chinese"":""我支持政治改革。"",""english"":""I support political reform.""},{""chinese"":""他们忙于社会改革。"",""english"":""They were busy working for social reforms.""},{""chinese"":""人造皮革是比不上真皮的。"",""english"":""Artificial leather can't compare with the real thing.""}]",5,,177,,,ge2,,
1250,剩,剩,shèng,"[""to remain"",""to be left"",""to have as remainder""]","[{""chinese"":""还剩一点水。"",""english"":""There's some water left.""},{""chinese"":""还剩一点水。"",""english"":""There is a little water left.""},{""chinese"":""還剩座位嗎？"",""english"":""Are any seats still available?""}]",5,,18,,,sheng4,,
1251,尤,尤,yóu,"[""outstanding"",""particularly, especially"",""a fault""]","[{""chinese"":""尤其是要有耐心。"",""english"":""Above all, be patient.""}]",5,,43,,,you2,,
1252,届,屆,jiè,"[""deadline"",""period"",""measure word for elections"",""meetings"",""and other events""]","[{""chinese"":""届"",""english"":""The character 届""},{""chinese"":""学届"",""english"":""Study 届""},{""chinese"":""这是届"",""english"":""This is 届""}]",5,,44,,,jie4,,
1253,偷,偷,tōu,"[""to steal"",""to pilfer"",""to snatch""]","[{""chinese"":""注意小偷。"",""english"":""Beware of thieves.""},{""chinese"":""小偷跑了。"",""english"":""The thief ran away.""},{""chinese"":""你在偷听。"",""english"":""You were eavesdropping.""}]",5,,9,,,tou1,,
1254,乏,乏,fá,"[""poor"",""short"",""lacking"",""tired""]","[{""chinese"":""你缺乏耐心。"",""english"":""You're impatient.""},{""chinese"":""他缺乏常识。"",""english"":""He lacks common sense.""},{""chinese"":""她缺乏常识。"",""english"":""She lacks common sense.""}]",5,,4,,,fa2,,
1255,呆,呆,dāi,"[""foolish"",""stupid"",""expressionless""]","[{""chinese"":""你个呆瓜！"",""english"":""You're an idiot.""},{""chinese"":""他呆在他阿姨家。"",""english"":""He's staying at his aunt's.""},{""chinese"":""呆在家里很无聊。"",""english"":""It's boring to stay at home.""}]",5,,30,,,dai1,,
1256,鼓,鼓,gǔ,"[""drum"",""to beat"",""to strike"",""to rouse""]","[{""chinese"":""汤姆鼓掌。"",""english"":""Tom applauded.""},{""chinese"":""她會打鼓。"",""english"":""She can play the drum.""},{""chinese"":""學生們鼓掌。"",""english"":""The students applauded.""}]",5,,207,,,gu3,,
1257,励,勵,lì,"[""to encourage"",""to urge""]","[{""chinese"":""没有人鼓励她。"",""english"":""No one encouraged her.""},{""chinese"":""没有人鼓励她。"",""english"":""Nobody encouraged her.""},{""chinese"":""没有人鼓励他。"",""english"":""Nobody encouraged him.""}]",5,,19,,,li4,,
1258,甲,甲,jiǎ,"[""armor"",""shell"",""fingernails"",""1st heavenly stem""]","[{""chinese"":""不要再咬指甲了。"",""english"":""Stop biting your nails.""},{""chinese"":""咬指甲是个坏习惯。"",""english"":""Biting your fingernails is a bad habit.""},{""chinese"":""甲之蜜糖，乙之砒霜。"",""english"":""One man's meat is another man's poison.""}]",5,,102,,,jia3,,
1259,频,頻,pín,"[""frequency"",""frequently"",""repetitious""]","[{""chinese"":""她迷上了视频。"",""english"":""She was absorbed in the video.""},{""chinese"":""这个视频很快火了。"",""english"":""The video quickly went viral.""},{""chinese"":""我还没看过那段视频。"",""english"":""I haven't watched that video yet.""}]",5,,181,,,pin2,,
1260,肤,膚,fū,"[""skin"",""shallow"",""superficial""]","[{""chinese"":""她的皮肤白得像雪。"",""english"":""Her skin is as white as snow.""},{""chinese"":""她的皮肤比雪还白。"",""english"":""Her skin is whiter than snow.""},{""chinese"":""熬夜是皮肤的大敌。"",""english"":""Staying up late at night is very bad for your skin.""}]",5,,74,,,fu1,,
1261,棒,棒,bàng,"[""stick"",""club"",""strong"",""smart"",""to hit""]","[{""chinese"":""好棒！"",""english"":""Awesome!""},{""chinese"":""太棒了"",""english"":""Awesome.""},{""chinese"":""很棒！"",""english"":""Terrific!""}]",5,,75,,,bang4,,
1262,疯,瘋,fēng,"[""insane"",""mad"",""wild""]","[{""chinese"":""我疯了。"",""english"":""I'm crazy.""},{""chinese"":""他疯了。"",""english"":""He has gone mad.""},{""chinese"":""你们疯了吧"",""english"":""You guys looked mad.""}]",5,,104,,,feng1,,
1263,狂,狂,kuáng,"[""insane"",""mad"",""violent"",""wild""]","[{""chinese"":""那是瘋狂的。"",""english"":""That's crazy.""},{""chinese"":""那是瘋狂的。"",""english"":""That's insane.""},{""chinese"":""我為你瘋狂。"",""english"":""I'm crazy about you.""}]",5,,94,,,kuang2,,
1264,矛,矛,máo,"[""spear"",""lance"",""pike""]","[{""chinese"":""矛尖浸在一種致命的毒藥裡。"",""english"":""The tip of the spear was dipped in a deadly poison.""}]",5,,110,,,mao2,,
1265,盾,盾,dùn,"[""shield"",""Vietnamese dong"",""currency unit of several countries""]","[{""chinese"":""盾"",""english"":""The character 盾""},{""chinese"":""学盾"",""english"":""Study 盾""},{""chinese"":""这是盾"",""english"":""This is 盾""}]",5,,109,,,dun4,,
1266,丢,丟,diū,"[""to lose"",""to put aside"",""to throw""]","[{""chinese"":""他丢脸了。"",""english"":""He lost face.""},{""chinese"":""你真丢脸！"",""english"":""Shame on you!""},{""chinese"":""你真丢脸！"",""english"":""Shame on you.""}]",5,,1,,,diu1,,
1267,仔,仔,zǐ,"[""small thing"",""child"",""young animal""]","[{""chinese"":""仔細看"",""english"":""Look closely.""},{""chinese"":""仔细听着。"",""english"":""Listen carefully.""},{""chinese"":""湯姆仔細聽。"",""english"":""Tom listened carefully.""}]",5,,9,,,zi3,,
1268,暂,暫,zàn,"[""to scurry""]","[{""chinese"":""我知道生命是短暂的。"",""english"":""I know life is short.""},{""chinese"":""我知道生命是短暂的。"",""english"":""I know that life is short.""},{""chinese"":""他们说情况只是暂时的。"",""english"":""They said the situation was only temporary.""}]",5,"[""蹔""]",72,,,zan4,,
1269,德,德,dé,"[""ethics"",""morality"",""compassion"",""kindness""]","[{""chinese"":""我不懂德语。"",""english"":""I don't understand German.""},{""chinese"":""我完全不懂德语。"",""english"":""I don't understand German at all.""},{""chinese"":""他喜歡法語勝過德語。"",""english"":""He prefers French to German.""}]",5,,60,,,de2,,
1270,惜,惜,xī,"[""pity"",""regret"",""to rue"",""to begrudge""]","[{""chinese"":""太可惜了！"",""english"":""What a pity!""},{""chinese"":""太可惜了！"",""english"":""That's too bad.""},{""chinese"":""可惜这是真的。"",""english"":""It's unfortunately true.""}]",5,,61,,,xi1,,
1271,签,籤,qiān,"[""to sign"",""to endorse"",""a note"",""a slip of paper""]","[{""chinese"":""我正要去签到。"",""english"":""I'm going to check.""},{""chinese"":""我申请了签证。"",""english"":""I applied for a visa.""},{""chinese"":""我今天签了租约。"",""english"":""I signed the lease today.""}]",5,"[""簽"",""籖""]",118,,,qian1,,
1272,傻,傻,shǎ,"[""foolish"",""silly"",""stupid"",""an imbecile""]","[{""chinese"":""你真傻。"",""english"":""You're so stupid.""},{""chinese"":""你真傻。"",""english"":""You are so stupid.""},{""chinese"":""汤姆不傻。"",""english"":""Tom isn't dumb.""}]",5,,9,,,sha3,,
1273,欣,欣,xīn,"[""delighted"",""happy"",""joyous""]","[{""chinese"":""我欣赏你。"",""english"":""I admire you.""},{""chinese"":""我欣賞好音樂。"",""english"":""I appreciate good music.""},{""chinese"":""我真是欣喜若狂。"",""english"":""I'm absolutely elated.""}]",5,,76,,,xin1,,
1274,射,射,shè,"[""to shoot"",""to launch"",""to allude to""]","[{""chinese"":""停止射击。"",""english"":""Stop shooting.""},{""chinese"":""他們發射火箭。"",""english"":""They launched a rocket.""},{""chinese"":""開始發射倒數。"",""english"":""Begin the launch countdown.""}]",5,,41,,,she4,,
1275,凭,憑,píng,"[""to lean against"",""to rely on"",""on the basis of""]","[{""chinese"":""我凭韧性克服了困难。"",""english"":""I got over the difficulty with my characteristic tenacity.""},{""chinese"":""我凭什么花时间做这事？"",""english"":""Why should I take the time to do that?""},{""chinese"":""只凭长相的话很难区分英国人和美国人。"",""english"":""It's hard to tell Englishmen from Americans just by the way they look.""}]",5,,16,,,ping2,,
1276,详,詳,xiáng,"[""complete"",""detailed"",""thorough""]","[{""chinese"":""我下周会详细说明的。"",""english"":""I'll explain it in detail next week.""},{""chinese"":""汤姆拒绝提供详细信息。"",""english"":""Tom declined to give details.""},{""chinese"":""详细叙述一下这起事故吧。"",""english"":""Describe that accident in detail.""}]",5,,149,,,xiang2,,
1277,洞,洞,dòng,"[""cave"",""grotto"",""hole"",""ravine""]","[{""chinese"":""黑洞存在吗？"",""english"":""Do black holes exist?""},{""chinese"":""這個洞多深?"",""english"":""How deep is the hole?""},{""chinese"":""他挖了一个洞。"",""english"":""He dug a hole.""}]",5,,85,,,dong4,,
1278,撞,撞,zhuàng,"[""to bump into"",""to collide"",""to hit"",""to knock against""]","[{""chinese"":""她被車撞了。"",""english"":""She was hit by a car.""},{""chinese"":""狗被車撞了。"",""english"":""The dog was hit by a car.""},{""chinese"":""狗被卡車撞了。"",""english"":""The dog was hit by a truck.""}]",5,,64,,,zhuang4,,
1279,骗,騙,piàn,"[""to cheat"",""to swindle"",""to deceive""]","[{""chinese"":""她骗了他。"",""english"":""She fooled him.""},{""chinese"":""你受骗了。"",""english"":""You've been had.""},{""chinese"":""您被骗了。"",""english"":""You have been duped.""}]",5,,187,,,pian4,,
1280,吓,嚇,xià,"[""to scare"",""to frighten"",""to threaten"",""to intimidate""]","[{""chinese"":""别想吓唬我。"",""english"":""Don't try to intimidate me.""},{""chinese"":""我没想吓唬你。"",""english"":""I didn't want to surprise you.""},{""chinese"":""我被这情景吓到了。"",""english"":""I was frightened by the sight.""}]",5,,30,,,xia4,,
1281,曲,曲,qū,"[""crooked"",""bent"",""wrong"",""false""]","[{""chinese"":""我烤了曲奇。"",""english"":""I baked cookies.""},{""chinese"":""他在做曲奇。"",""english"":""He is making cookies.""},{""chinese"":""汤姆喜欢曲棍球。"",""english"":""Tom loves hockey.""}]",5,"[""麴""]",73,,,qu1,,
1282,鬼,鬼,guǐ,"[""ghost"",""demon"",""sly"",""mischievous""]","[{""chinese"":""我不是鬼。"",""english"":""I'm not a ghost.""},{""chinese"":""這房子鬧鬼。"",""english"":""The house is haunted.""},{""chinese"":""鬼魂是存在的。"",""english"":""Ghosts exist.""}]",5,,194,,,gui3,,
1283,库,庫,kù,"[""warehouse"",""storehouse"",""library""]","[{""chinese"":""车在车库里。"",""english"":""The car is in the garage.""},{""chinese"":""我们现在缺乏库存。"",""english"":""We're out of stock now.""},{""chinese"":""我把它忘在车库里了。"",""english"":""I forgot it in the garage.""}]",5,,53,,,ku4,,
1284,玻,玻,bō,"[""glass""]","[{""chinese"":""啤酒瓶是玻璃做的。"",""english"":""Beer bottles are made of glass.""},{""chinese"":""不要踩在碎玻璃上。"",""english"":""Don't step on the broken glass.""},{""chinese"":""我會去拿一些玻璃杯。"",""english"":""I'll get some glasses.""}]",5,,96,,,bo1,,
1285,璃,琍,lí,"[""glass"",""colored glaze""]","[{""chinese"":""啤酒瓶是玻璃做的。"",""english"":""Beer bottles are made of glass.""},{""chinese"":""不要踩在碎玻璃上。"",""english"":""Don't step on the broken glass.""},{""chinese"":""我會去拿一些玻璃杯。"",""english"":""I'll get some glasses.""}]",5,"[""璃""]",96,,,li2,,
1286,贸,貿,mào,"[""commerce"",""trade""]","[{""chinese"":""我父亲经营外贸多年。"",""english"":""My father has been engaged in foreign trade for many years.""},{""chinese"":""这两个国家有强大的贸易关系。"",""english"":""The two nations have strong trade ties.""}]",5,,154,,,mao4,,
1287,尝,嘗,cháng,"[""to taste"",""to experience"",""to experiment with""]","[{""chinese"":""我需要尝试。"",""english"":""I need to try.""},{""chinese"":""你要尝尝吗？"",""english"":""Would you like a taste?""},{""chinese"":""你要尝尝吗？"",""english"":""Would you like to try it?""}]",5,,42,,,chang2,,
1288,吨,噸,dūn,"[""ton"",""Taiwan pr.""]","[{""chinese"":""吨"",""english"":""The character 吨""},{""chinese"":""学吨"",""english"":""Study 吨""},{""chinese"":""这是吨"",""english"":""This is 吨""}]",5,,30,,,dun1,,
1289,逃,逃,táo,"[""to abscond"",""to dodge"",""to escape"",""to flee""]","[{""chinese"":""湯姆在逃跑。"",""english"":""Tom is escaping.""},{""chinese"":""我试图逃跑。"",""english"":""I tried to escape.""},{""chinese"":""他携款潜逃。"",""english"":""He ran away with the money.""}]",5,,162,,,tao2,,
1290,聪,聰,cōng,"[""sharp (of sight and hearing)"",""intelligent"",""clever"",""bright""]","[{""chinese"":""你很聪明。"",""english"":""You're very smart.""},{""chinese"":""我一直聪明。"",""english"":""I've always been smart.""},{""chinese"":""他聪明得很。"",""english"":""He's highly intelligent.""}]",5,,128,,,cong1,,
1291,毒,毒,dú,"[""poison"",""venom"",""drug"",""narcotic""]","[{""chinese"":""它有毒嗎？"",""english"":""Is it poisonous?""},{""chinese"":""我不吸毒。"",""english"":""I don't do drugs.""},{""chinese"":""我不吸毒。"",""english"":""I don't take drugs.""}]",5,,80,,,du2,,
1292,彼,彼,bǐ,"[""that"",""those"",""another""]","[{""chinese"":""我們彼此相愛。"",""english"":""We love each other.""},{""chinese"":""他們彼此相愛。"",""english"":""They love each other.""},{""chinese"":""他們彼此相愛嗎?"",""english"":""Do they love each other?""}]",5,,60,,,bi3,,
1293,沟,溝,gōu,"[""ditch"",""drain"",""gutter"",""narrow waterway""]","[{""chinese"":""英語是一種溝通的手段。"",""english"":""English is a means of communication.""},{""chinese"":""飛行員用無線電與機場溝通。"",""english"":""Pilots communicate with the airport by radio.""}]",5,,85,,,gou1,,
1294,乘,乘,chéng,"[""ride"",""mount"",""to make use of"",""to ascend"",""to multiply""]","[{""chinese"":""我需要换乘吗?"",""english"":""Do I need to transfer?""},{""chinese"":""我乘车去学校。"",""english"":""I go to school by bus.""},{""chinese"":""乘公交车费时。"",""english"":""The bus will take time.""}]",5,,4,,,cheng2,,
1295,润,潤,rùn,"[""fresh"",""moist"",""soft"",""sleek""]","[{""chinese"":""旅行社的利润猛涨。"",""english"":""Travel agencies' profits soared.""},{""chinese"":""润滑系统设计得不好。"",""english"":""The lubrication system was poorly designed.""}]",5,,85,,,run4,,
1296,骂,罵,mà,"[""to accuse"",""to blame"",""to curse"",""to scold""]","[{""chinese"":""别再骂汤姆了。"",""english"":""Stop scolding Tom.""},{""chinese"":""他甚至骂我傻瓜。"",""english"":""He even called me an idiot.""}]",5,,30,,,ma4,,
1297,欠,欠,qiàn,"[""to lack"",""to owe"",""to breathe"",""to yawn""]","[{""chinese"":""你欠我钱。"",""english"":""You owe me money.""},{""chinese"":""我欠湯姆錢。"",""english"":""I owe Tom some money.""},{""chinese"":""我欠您多少？"",""english"":""How much do I owe you?""}]",5,,76,,,qian4,,
1298,漫,漫,màn,"[""free"",""unrestrained"",""to inundate""]","[{""chinese"":""汤姆非常的浪漫。"",""english"":""Tom is extremely romantic.""},{""chinese"":""我的嗜好是看漫畫書。"",""english"":""My hobby is reading comics.""},{""chinese"":""我不介意在雨中漫步。"",""english"":""I don't mind walking in the rain.""}]",5,,85,,,man4,,
1299,厉,厲,lì,"[""whetstone"",""to grind"",""to sharpen"",""to whet""]","[{""chinese"":""我烧得很厉害。"",""english"":""I have a high fever.""},{""chinese"":""我爸爸吸烟很厉害。"",""english"":""My father is a heavy smoker.""},{""chinese"":""我听说他打麻将很厉害。"",""english"":""I hear he is good at mahjong.""}]",5,,27,,,li4,,
1300,私,私,sī,"[""personal"",""private"",""secret"",""selfish""]","[{""chinese"":""我能私下見你嗎？"",""english"":""Could I see you in private?""},{""chinese"":""我沒有想要自私。"",""english"":""I didn't mean to be selfish.""},{""chinese"":""你收私人支票嗎?"",""english"":""Will you take a personal check?""}]",5,,115,,,si1,,
1301,硬,硬,yìng,"[""firm"",""hard"",""strong"",""obstinate""]","[{""chinese"":""這個床墊很硬。"",""english"":""This is a very hard mattress.""},{""chinese"":""我收集外國硬幣。"",""english"":""I collect foreign coins.""},{""chinese"":""两队打了场硬仗。"",""english"":""The two teams fought very hard.""}]",5,,112,,,ying4,,
1302,恨,恨,hèn,"[""to dislike"",""to hate"",""to resent""]","[{""chinese"":""我恨你。"",""english"":""I hate you.""},{""chinese"":""她恨他。"",""english"":""She hated him.""},{""chinese"":""不要恨我。"",""english"":""Don't hate me.""}]",5,,61,,,hen4,,
1303,搜,搜,sōu,"[""to seek"",""to search"",""to investigate""]","[{""chinese"":""搜尋我。"",""english"":""Search me.""},{""chinese"":""繼續搜尋。"",""english"":""Keep searching.""},{""chinese"":""開始搜尋。"",""english"":""Begin searching.""}]",5,,64,,,sou1,,
